,CX.5461_0.1_3,CX.5461_0.1_24,CX.5461_0.1_48,CX.5461_0.5_3,CX.5461_0.5_24,CX.5461_0.5_48,DOX_0.1_3,DOX_0.1_24,DOX_0.1_48,DOX_0.5_3,DOX_0.5_24,DOX_0.5_48
6935,-0.082121569,0.029220141,-0.079512739,-0.187538486,-0.170203273,-0.079308564,-0.200757735,-0.010017893,-0.012861222,-0.198338385,-0.301242082,-0.188004515
94134,0.028863682,0.106958867,0.043696243,0.053693843,0.010136447,0.024188916,-0.074323324,0.050128682,-0.04382431,-0.300793447,0.07662665,0.170639812
3799,0.028928434,0.067319645,-0.066537312,0.084756898,0.06645721,0.117859703,0.011103587,0.005756422,-0.099242525,0.043796702,-0.329941881,-0.310621123
80314,0.018759586,0.000513928,0.00289402,-0.168121364,-0.119557936,-0.100000697,-0.146189178,0.008511251,0.028551917,-0.47862436,-0.186849898,0.126180272
79741,-0.041099333,-0.076272028,-0.112574169,-0.008321437,0.109095768,-0.097669633,-0.043228875,-0.223502622,0.0702113,0.126819559,-0.470011935,-0.124699571
3688,0.09677298,0.08387277,-0.004019349,0.125994142,0.126857818,0.160144221,0.139678122,0.209901632,0.087190315,0.157103425,0.245373679,-0.174767633
8829,0.079509876,-0.029141077,-0.118195315,-0.054331042,-0.149223006,-0.17878218,-0.016848352,-0.519132668,-0.49520264,0.013508383,-0.600893998,-0.952726611
56288,-0.213557263,-0.000611472,0.021322853,-0.149193947,-0.054012054,0.057000089,-0.165736893,0.104273956,0.14800004,-0.134736701,0.156034368,0.406043321
8453,-0.041782817,0.110913812,0.056843331,0.059345925,0.069829561,0.095542131,-0.03195518,0.133172542,0.1093924,0.070091524,0.101486468,0.300139379
1390,-0.13222394,0.105781601,0.107434622,-0.090237222,0.268002413,0.136803106,-0.07170787,0.833241396,0.474683745,0.145863191,1.054490032,1.309799809
219771,-0.170006428,-0.11585611,-0.100212135,-0.184973359,-0.137955307,-0.134130879,-0.151371254,-0.276177511,-0.220564721,-0.121153342,-0.313678113,-0.31083098
8325,0.059361829,0.116777571,0.302965828,-0.171799757,0.13466403,0.131941064,0.021742488,-0.233824624,-0.002690587,-1.055650056,-1.850624071,-1.325796343
57209,0.141161281,-0.017245805,0.091367426,0.016494947,-0.147113763,0.026321196,-0.06445132,-0.369963542,-0.317199969,-0.432938053,-0.997458706,-1.049399023
219749,-0.135256751,0.337196711,-0.018134917,-0.256149262,-0.057936815,-0.028186036,-0.129545729,0.110930735,0.058049346,-0.170143568,0.300173007,0.592336262
7581,-0.049029419,0.011811201,-0.08071201,-0.08121733,-0.19247447,0.011838223,-0.136000098,-0.192511905,-0.228144984,-0.227319793,-0.689561971,-0.548557183
7587,-0.025184785,0.101302417,-0.021022555,0.072251146,-0.029753416,-0.029048118,0.035016511,0.917908961,0.322589603,0.216435899,1.659045868,1.75381721
399744,-0.316274463,-0.114120474,0.356873657,-0.281551362,0.086021665,0.303898779,-0.281623568,-0.588102378,-0.049858802,-0.604984456,-0.359970437,-0.350985296
441666,-0.133978301,0.028994768,-0.197894315,0.083190419,-0.366692555,-0.099341917,-0.061068072,-0.20717568,-0.621230439,-0.060759199,-0.819657051,-1.119855302
100129482,0.178557289,-0.013101706,-0.004341307,-0.253817901,0.036372386,-0.050020938,0.011663351,-0.205853,-0.220259026,-0.207528566,-0.117737964,-0.464013905
7582,0.074653739,-0.000904386,-0.068367022,-0.129032944,-0.120176283,-0.02155821,-0.125542304,-0.161512865,-0.299981963,-0.414491111,-1.049138795,-1.014237379
9790,0.015755925,0.024609602,0.016863468,0.022168152,-0.035574621,0.064934444,-0.038847666,0.012635078,0.067606582,-0.09649911,-0.832513319,-0.487086802
55454,0.130047601,0.000595474,0.037170463,0.021751987,-0.056628927,-0.020981575,0.030154816,0.190078965,0.203693911,-0.117888533,-0.513869091,-0.215466373
221002,-0.126429434,0.139815447,0.079338508,-0.026893487,0.230012264,0.544359358,-0.28865731,-0.297119025,-0.4230899,-0.642705109,0.096832739,0.546967318
3185,0.040875997,-0.145071256,-0.149555034,0.101692079,-0.166486059,-0.233742728,0.013451409,-0.101312871,-0.299961449,0.139333838,0.675109364,0.504925439
8187,0.343346022,0.103366489,0.040988467,0.22854355,-0.091833274,-0.120449162,0.248620924,-0.074782164,-0.116884835,-0.012372823,0.182865277,0.327658417
220992,0.08407253,0.147199584,0.089672557,-0.009511868,-0.029086624,0.062755775,0.059900341,0.018869333,-0.346164387,-0.281911222,-0.232452038,0.536144698
7580,-0.010661538,-0.046730744,-0.055853028,-0.062719253,-0.151116313,-0.158837426,0.033198642,-0.368980068,-0.276652766,-0.06255372,-0.758233244,-0.465551905
414208,0.485643853,0.283812764,0.043250479,-0.100470591,-0.558130124,-0.030696899,0.420730908,0.186740012,0.10501368,0.139915157,-0.442828963,-0.139640113
6387,-0.160417257,0.007555465,0.091044575,-0.014364181,0.228647161,0.077169755,-0.01682442,0.038658741,-0.042555613,0.155091699,-0.131346073,-1.644431131
643236,0.044996412,-0.530301879,-0.118789157,-0.559102883,-0.337388205,-0.546699942,0.133183947,-1.863163301,-1.42816112,-0.147853355,-0.904514729,-1.670726465
83937,-0.067548624,-0.063252342,0.022676384,-0.03806772,-0.135812608,-0.124920444,0.033619422,-0.503170165,-0.28353092,0.1268124,-1.005630991,-1.495894798
11067,0.035320538,0.04420475,0.295986179,-0.049067881,0.377050212,0.235972346,0.066730709,0.092464388,-0.000973029,-0.561303294,0.346668255,-0.013269341
220979,0.038690348,-0.013412402,0.019940495,-0.087149689,0.242566056,-0.497334525,-0.45947446,-0.271847519,-0.089446685,-0.038679854,0.668116572,0.572372176
7570,-0.104127763,-0.154627125,-0.120629409,-0.059833957,-0.168439633,-0.29600343,-0.042837946,-0.296752892,-0.12485512,-0.285636089,-1.233597014,-0.699028426
220972,-0.131252258,-0.024511652,0.023117295,-0.092551379,-0.043488601,0.103792816,-0.067085999,0.576221609,0.334139858,0.020055066,1.521608583,1.482255938
93550,-0.121966168,-0.098093737,-0.020147853,-0.165233349,-0.114009843,-0.037057278,-0.186806624,-0.112722316,0.036293488,-0.328989114,-0.666115494,-0.191123768
253725,0.040366265,0.07388597,0.043180117,0.09569647,0.057319932,0.157072166,-0.017887571,0.103740645,0.009755252,0.112282826,0.062338755,-0.047535612
119016,0.138598665,0.081365255,0.27301802,-0.028320552,0.071103185,-0.030139824,-0.122242619,-0.002098549,0.216203408,-0.005124603,0.094716117,0.065052439
728407,0.126772212,0.311505492,-0.010243462,0.057813981,-0.115897252,0.021963153,-0.244111605,0.031292863,0.075825967,-0.162336621,-0.122259564,-0.000361739
100287932,-0.054150519,0.016611036,-0.007229927,0.049981281,0.104066887,0.015807952,-0.038306817,-0.018337589,0.008704424,0.156142506,-0.202252006,-0.177239644
8031,-0.060691563,0.079677995,-0.039701158,0.052609526,0.022370729,0.032801854,0.000352273,0.297713132,-0.018174345,0.088421668,0.543193621,0.401491355
653268,0.072301577,0.07471293,0.167936918,0.155448195,0.202958062,-0.014668726,-0.143782295,0.1143934,0.140466616,0.227828694,0.349222962,0.366381821
728113,0.011113206,-0.271729408,0.10433938,0.294005601,0.381777716,0.307166428,0.204045707,0.157212573,-0.063744076,-0.209642707,0.374450912,-0.10645402
643650,0.179577963,0.303266241,0.278886825,0.107303943,0.280004397,0.090254109,0.123458992,0.518889957,0.253552035,-0.343532688,0.519698345,0.711021205
5540,0.289614561,0.146307425,0.265573105,-0.077638479,0.40143804,0.519037841,0.008637965,0.286358623,0.43272926,-0.574217113,0.170195455,0.588740962
9721,0.226553588,0.098532095,0.076317377,0.104385216,0.444714172,0.895840391,0.66246753,1.713765704,0.897567789,-0.928457058,3.58236936,2.709891809
83849,0.215828349,0.363036704,0.245829908,-0.030019563,0.246255014,0.286133205,-0.167333545,0.609320197,0.575152089,-0.403453215,0.86359417,0.391064869
414241,0.073311871,-0.064021773,-0.077922757,0.170216554,-0.146076304,-0.187997073,0.037139497,-0.146211269,-0.28714223,-0.064690957,0.313791342,0.272043695
399761,0.299434843,0.093925759,0.135164741,0.000670969,0.177901271,0.259244681,0.050984,0.388799636,0.239792989,-0.25509018,0.024370997,-0.046121421
2658,0.225042889,0.213527849,0.227333069,0.095197504,0.411874666,0.380744238,0.06876466,0.527967579,1.025705078,-0.158594885,-1.973108819,-2.071184577
118738,0.241321185,-0.511708374,0.044487543,0.371969086,0.352079718,0.15511327,0.050876885,1.172311667,1.073273403,-0.03997588,4.6097212,3.965320359
653145,0.135384912,-0.017496501,0.109883878,-0.05717209,0.311175362,0.402559921,0.059711905,0.38206646,0.329792342,-0.271364345,0.532078038,0.367002384
642517,0.314775169,-0.049268534,0.193864008,-0.020969327,-0.071638609,-0.257543715,0.018271744,0.182273075,0.294176513,0.054919441,0.11184688,0.263500368
642826,0.085407703,0.392570412,0.175235724,0.035134005,0.082020548,0.157816837,-0.038269034,0.505632636,0.231097593,-0.077528202,0.291507193,0.03741778
439965,0.180420107,-0.06791872,-0.07095046,0.047354809,0.172359776,0.02675256,0.071219646,-0.20333453,-0.305262582,-0.200575269,0.282509328,0.306947196
102724488,0.188798246,0.258124663,0.099211177,0.027751803,0.240368188,0.360750735,-0.056687526,0.620261512,0.43306945,-0.245834651,0.924701648,0.594161835
100996758,0.217981804,0.31008472,0.197256297,-0.032333377,0.356262253,0.198042211,0.028319767,0.602655065,0.543531449,-0.553732908,0.025770473,0.273171171
414224,0.056610294,0.052860006,0.272718839,-0.024220637,-0.03885082,-0.101584245,-0.17505139,0.228437233,0.223144605,-0.28587548,0.369185458,0.170138715
143162,-0.425477492,0.076085218,0.346672215,0.145561283,0.713078096,0.078096359,-0.400792923,1.308595152,1.157482907,-0.210877994,0.77020013,0.915626979
5599,0.035590047,-0.041695421,-0.074597482,-0.010241278,-0.057002087,-0.056635423,-0.068411853,0.127894908,0.063398789,-0.052494238,0.53272688,0.501532074
58504,0.05347569,-0.189602682,-0.148475181,0.016317851,-0.19570201,-0.542751249,0.225961429,0.286299958,0.062661707,0.214878861,1.486450027,1.044825414
196740,0.061276871,-0.187358966,-0.132908545,-0.059572586,-0.478027125,-0.211278376,-0.204912405,-1.139620568,-0.417837611,-0.483904349,-2.610670391,-2.509344678
118461,-0.045448766,-0.006400363,0.116035078,-0.036117243,-0.063967268,0.133339431,-0.190368705,-1.034874577,-0.694659073,-0.334825535,-2.477040811,-3.944757785
2074,0.052479739,0.131291406,0.183030572,-0.040242804,-0.002813055,0.167417824,-0.016235353,0.317050992,0.165472157,-0.100738518,-0.351382715,-0.253239727
55753,0.104451299,0.223403203,0.232376919,-0.096504653,0.071898045,0.127117949,0.04231098,-0.106719788,0.053824313,0.038765903,-0.930547809,-1.217437411
8505,0.034169115,0.083782078,-0.003663814,0.068258603,0.102337351,0.137064037,-0.025106559,0.152813597,0.11763973,-0.038697774,0.188685971,0.301078271
100652748,0.042793399,0.040849755,-0.041880265,-0.063719902,-0.121082076,-0.050895668,0.054034139,-0.135875417,-0.031571618,-0.180544457,-0.455794024,-0.192660789
414189,0.25403463,0.01870893,0.244297204,-0.003594748,0.048837605,-0.068435835,-0.014652292,-0.046711361,0.226107783,0.299209151,0.341249652,0.386048519
100421577,-0.159094408,0.005100732,-0.090939323,0.420319651,0.071868767,0.278417206,0.031134518,0.165647211,0.093558726,0.330742945,0.676161048,0.618763418
387680,0.084455334,0.076427217,0.066210346,0.076510888,-0.004713166,0.166849582,0.08283682,0.204322826,0.100983831,0.115984774,0.290194293,0.286729229
56624,0.184699496,-0.246003854,0.009919126,0.00552451,0.003317386,0.058315694,0.176812557,0.178397177,0.302517199,0.242213085,0.23538356,0.537928988
259230,0.026467579,-0.069757211,-0.192915611,-0.193770217,-0.092321684,-0.159979814,-0.118456905,-0.472028331,-0.467138603,-0.492554075,-0.495070895,-0.577247435
104355295,0.000417903,-0.12938216,-0.358895432,-0.149380233,-0.122415414,-0.229101326,0.071991487,0.267216053,-0.001083006,-0.279063915,1.352710848,1.390622459
653308,0.034152318,0.043185844,-0.061751305,0.054767934,-0.151634299,-0.131916145,-0.031034975,0.236477744,0.18650163,-0.040485646,-0.040925577,0.399437426
5592,-0.14172091,-0.085186283,-0.246359995,-0.05733759,-0.239046973,-0.073560974,-0.095865904,-0.321317449,-0.53593936,-0.009493498,-0.048926704,-0.059987211
23283,0.047456218,-0.019528911,0.010410357,0.132862709,-0.052176749,-0.037021846,-0.045197042,-0.151417203,-0.149795174,0.039676441,-0.344311271,-0.203829542
22943,0.029501875,0.12418293,-0.32362189,0.019009212,0.460037173,0.055129383,0.220822414,0.856894196,0.347558826,-0.659369738,0.264092628,0.900531382
11130,0.11992889,-1.340435118,-1.889871232,0.028763132,-1.546110208,-2.327152554,0.067198427,-2.096718733,-3.210173687,0.093048745,-0.986013931,-1.810671374
253430,-0.109214383,-0.07257595,-0.275539704,0.097885594,-0.285038573,-0.019003627,-0.120609785,0.054130103,0.028379695,0.443732725,2.276397638,1.72217022
55847,-0.196107603,-0.144136335,-0.114001433,-0.09192648,0.036211698,-0.135319921,-0.06085503,-0.189783774,-0.274386586,0.192210885,-0.252786789,-0.759681771
7321,-0.239165276,-0.056766229,-0.07608038,-0.143676993,0.002439554,-0.023233507,-0.066011642,0.079904094,0.112934072,0.108791133,0.645119965,0.496204764
7019,0.009642356,-0.117226371,-0.136229274,0.103246484,-0.030365502,-0.058746728,-0.02830051,-0.213533628,-0.289468725,0.224472005,0.391006088,0.552263252
80114,-0.08701196,0.019766848,-0.234435592,-0.188532418,-0.261188678,-0.060610208,-0.180029391,-0.310836811,-0.335445517,-0.316643224,-1.132212515,-1.232658908
220965,-0.010270949,0.202847065,0.213009658,-0.006573232,0.132547755,0.202222648,-0.15974988,0.49354678,0.264341113,-0.198982185,1.264156843,0.681215832
220963,0.211929309,0.108091065,0.100452606,0.022330951,-0.367058816,0.01374973,-0.028242587,0.314269601,-0.01780922,0.098279814,2.342674326,1.075656534
8030,-0.11586935,-0.097466165,-0.154518029,-0.050300667,-0.219241251,-0.134659863,-0.128790122,-0.581372955,-0.358505608,-0.144960651,-0.862273352,-0.575411438
288,-0.008163282,0.193882161,0.131070115,-0.014447252,0.078820874,0.261207178,-0.019416146,0.359957854,0.237753374,-0.057572826,-0.673940096,-0.597261023
983,0.168842294,-1.47142119,-2.770913848,0.16551769,-1.559125959,-3.642357825,0.105101449,-2.161991518,-4.731086275,0.261469697,0.346197219,-1.266966791
9886,0.076658799,0.102264529,0.05633121,0.15068259,0.144510123,0.278261097,0.041590676,0.569602033,0.574442838,0.028266832,0.759914285,1.283620666
84159,0.174678764,0.138398157,0.008992609,0.201717273,0.321546096,0.273971577,0.026647571,0.722131704,0.401301879,-0.405542315,0.495315799,0.47608971
219790,0.307038201,-1.166653555,-1.667260724,0.220292421,-1.187105447,-2.238156745,-0.166084118,-1.167495662,-2.106604893,-0.015178585,-0.323942426,-0.684291225
84890,-0.031888854,0.000938806,-0.126672133,0.147827861,-0.062551619,-0.043384052,-0.075178378,0.217837555,-0.114869061,0.045754933,1.097623035,1.081998606
1959,-0.147342377,-0.101790017,0.406111574,0.728693285,0.341248689,0.198515618,-0.053570163,2.154470757,1.80654881,0.981443401,5.907533423,5.88762162
29982,-0.06921748,0.117063852,0.029891525,0.138651021,0.104734349,0.06287286,0.068305854,0.370073164,0.262079798,0.064064411,0.474146668,0.597548448
221037,0.120011858,0.055698408,-0.051630764,-0.020395984,-0.110067334,-0.003910143,-0.087570411,-0.073581256,-0.208463078,-0.193018143,-0.558541878,-0.450906456
84989,0.255359365,0.132836698,0.203753605,-0.079862023,0.06352479,0.467562183,0.42286449,1.519016975,1.234815755,0.279051926,2.127984669,3.104843552
221035,0.035150447,-0.006047475,-0.092208828,0.031921077,0.063120898,-0.047478288,-0.055215979,0.069657575,0.085614281,0.039645934,0.319154064,0.142189913
29119,-0.131903082,-0.280179627,-0.300888112,-0.06550896,-0.577478927,-0.287591285,-0.112774373,-1.329707529,-1.608818778,0.096739337,-1.003378326,-2.569806601
347731,0.282601082,0.893642945,0.262032133,-0.082834975,0.61254116,0.252338903,0.184083405,0.981776244,0.879484849,-0.006715673,0.011870201,-0.071109633
23411,-0.076593747,-0.005654908,-0.10106346,0.127240368,-0.173725602,-0.007224771,-0.041289809,0.299621759,0.024047416,0.299794683,0.876919711,1.02495194
26091,0.012471152,0.13249534,0.065448674,0.054206358,0.175497362,0.259571945,-0.038439034,0.798358449,0.567567558,-0.037587229,0.845466062,0.824707739
84665,-0.076269545,0.070952999,-0.000646777,-0.09293369,-0.04884267,-0.12099442,-0.194527316,-0.06754549,-0.135045513,0.032526742,-0.48992869,-0.808662186
64081,-0.018161574,0.00109724,-0.040669064,0.080892228,0.220948654,0.095017531,0.011715562,0.32692117,0.106079089,0.148846318,1.214452281,0.970919769
3189,0.136089449,-0.027353597,-0.088374552,0.066523212,0.043366875,-0.125112624,0.021444356,-0.002390286,-0.173434177,0.053870661,-0.028251785,-0.264016154
55680,0.081624271,0.020529551,-0.057983288,0.101927423,0.09900891,-0.02822465,-0.002549118,0.165238084,-0.033072964,-0.022688166,0.357104049,-0.015261559
1763,0.363540433,-0.605027202,-0.548973539,0.03551953,-0.689363633,-0.874832108,0.140230012,-0.553408762,-0.711984925,-0.104079106,-0.154117611,-0.3164134
8034,0.078926364,0.072361867,0.161505098,0.02029085,0.154236207,0.01583016,0.046203218,0.564195571,0.412283756,0.054900771,0.455467065,0.2219716
80312,-0.210757301,-0.058889716,-0.316122674,-0.204559196,-0.39014807,-0.212048177,-0.245156369,-0.252098276,0.006356557,-0.076969437,0.247014971,0.582364974
55749,0.142517756,-0.023276918,-0.025502023,0.118481211,0.166645048,-0.049109521,0.008272929,0.094960888,-0.262889703,0.137475643,0.479671636,-0.123052164
219736,0.229619084,0.160096423,-0.022316792,0.395501612,-0.002481171,-0.204921187,0.073449346,-0.077640301,0.124291043,-0.126136685,1.360922763,0.800990507
79009,-0.040092483,0.015393685,-0.068896102,0.010106245,0.005407114,0.035958637,-0.032102183,0.276665582,0.126330673,0.070594185,0.291978672,0.488001904
9188,-0.000942842,-0.021484494,-0.113350451,0.103570834,-0.000889909,-0.00088452,-0.019279289,-0.10262796,-0.144101019,0.07899743,0.099533067,0.512397029
26128,0.036457461,0.042754355,0.039577946,0.069631921,0.059836198,0.113303047,-0.008732696,-0.169973261,-0.11496164,-0.001925981,-1.442065034,-1.222746267
9559,-0.085165764,-0.040558273,-0.119013037,0.030892816,0.06651084,0.035505347,-0.039284271,0.166314774,0.017710352,0.097763805,0.672181524,0.660224027
6832,0.047513236,0.11279726,0.016058549,0.045758721,0.065420709,-0.043732527,0.030720849,0.186000955,0.135068363,0.024470375,0.097241425,0.242901658
80201,-0.320101749,0.044588283,0.132558235,0.184151721,0.13808988,0.439989074,-0.007777777,0.006665762,0.197493305,0.207487225,-0.477053873,-0.9861888
3098,-0.021941483,0.109311723,0.185712603,0.029876605,0.045822684,0.177943131,0.003713133,-0.133360109,-0.061612753,0.145961602,-0.022034779,-0.626560391
6865,-0.037715191,0.033055364,0.326885197,-0.045208761,-0.185717731,0.199678137,-0.194181275,-0.407162042,-0.102540757,-0.133650101,0.158124228,-0.487447269
23555,0.063802395,-0.082270738,-0.235477499,-0.102624625,0.086820314,-0.185238107,0.135249614,-0.743726073,-0.626945407,-0.060027381,-1.459175585,-2.138457891
219738,-0.031625527,-0.178273597,-0.114623336,-0.044128573,-0.101178904,-0.163805695,-0.053033798,-0.385883473,0.035747744,-0.536240242,-2.958070054,-1.828711251
1305,0.119546044,0.080091318,0.171128968,-0.00741853,0.110986568,0.165242242,0.064529328,-0.543932623,-0.459272388,0.00703948,-0.492296595,-0.790513522
55506,-0.009721386,-0.036282025,-0.024765524,0.064431037,-0.056184547,-0.091919321,-0.030409579,-0.244210008,-0.198042926,0.052069551,-0.382765912,-0.435047033
84883,-0.032559757,-0.023477934,0.025362606,0.034456,0.007688411,0.046061038,0.051580121,0.07941091,0.119621068,0.020647572,-0.343179209,0.265649999
219743,0.060268053,0.211164607,0.223306884,0.053499631,0.122349433,0.222370143,0.212428833,0.363265209,0.470221734,0.296460474,0.60812959,0.912696887
56681,0.043108955,0.039538647,-0.078553086,0.080646204,0.131578788,0.092495234,0.019556204,-0.127846033,-0.216405769,0.094541956,0.208849196,0.174528342
5464,0.012915106,-0.029055056,-0.155068395,0.095800388,0.061346248,-0.013373728,0.071340595,-0.296695256,-0.254201126,0.090291971,-0.398275054,-0.390669968
55222,-0.167300076,-0.070569123,0.070046693,-0.127759516,-0.059152285,0.073122505,-0.076862748,-1.174840619,-0.274272286,-0.07250719,-1.621580505,-1.354859241
1979,-0.131445492,-0.116756038,-0.146629358,0.025097694,-0.084415724,0.033771199,-0.085759558,0.099759954,0.06159937,0.057222508,0.657299204,0.685521073
27143,-0.04338557,-0.348727996,-0.344852825,-0.112960449,-0.420336766,-0.549544602,0.060570508,-0.796466216,-1.087736688,-0.010279503,0.780254733,0.827445055
140766,0.044244112,0.061255999,-0.008098022,-0.103197673,-0.409258647,-0.299754053,-0.177371484,-1.449157927,-1.257849085,-0.337318611,-0.689155606,-0.739768383
8879,0.157866509,0.057746536,-0.005806357,0.066084367,0.094499306,0.072627628,0.043949214,-0.252138015,-0.172370674,-0.140654951,-0.818474272,-0.578211652
5092,-0.142497957,-0.166701879,-0.094374685,-0.093637047,-0.011332297,-0.188260168,-0.021570386,-0.539490806,-0.428842961,0.172016814,-0.278566249,-0.904445415
219699,0.075724761,0.071652212,0.077797632,-0.094811838,-0.024153305,0.107613014,-0.090226418,-0.094160721,0.084145328,-0.379465242,-0.24388952,-0.142810609
728978,-0.325921675,0.087723385,0.257035262,-0.374150162,-0.086966284,-0.118254349,-0.116269631,0.100348903,-0.098206426,0.136877599,-0.005355683,0.078122359
55315,0.03440131,0.203569464,-0.010191438,-0.132129135,0.102059301,-0.106789804,0.103056011,0.442389561,0.230304854,-0.062014652,0.617089481,0.631160512
64115,0.049704499,0.298773438,0.297419872,0.131641148,0.480706931,0.473303127,0.194845395,1.08171616,0.959939686,0.07009848,1.000369664,0.6616586
5660,0.103385187,0.055075579,0.14454453,0.069375473,0.152821744,0.180292405,0.159897,0.270357485,0.290638523,0.216970106,0.472178265,0.590769739
9469,0.063744159,-0.124885901,-0.119988451,-0.013416019,-0.075787491,0.002155797,-0.062262543,-0.091835715,-0.216128473,-0.571765156,-0.145835929,-0.20732034
9806,-0.343966742,0.495026136,0.435703246,-0.128114439,-0.15634512,0.282790096,-0.088331739,1.049406327,1.708022459,0.301692447,1.144260478,1.603359168
51008,-0.038421273,0.071043366,0.022687239,-0.074811498,0.077982326,0.021637474,-0.108048561,0.169703574,0.057307925,0.00180083,0.202317847,0.051452216
119504,-0.136232684,0.028561384,0.074844503,-0.085628902,0.098781679,-0.045191073,-0.097336647,-0.21223666,-0.044087259,0.160696734,-0.315271632,-0.626695791
54541,-0.291320939,-0.010680093,-0.171371896,-0.064166843,-0.47195353,-0.437855045,-0.242819335,0.07026723,-0.410322414,-0.168873818,0.567989992,0.399837768
54788,0.058645592,0.023882624,0.157277614,-0.003365302,0.05904785,0.013841087,0.058955805,0.011106182,0.116800392,0.053421291,-0.5715268,-0.138809797
10367,0.019574535,0.017716966,0.02610381,-0.024226663,0.094709798,0.099600186,0.00788737,0.029722302,0.06751,0.081594407,0.321601781,0.201628795
90550,-0.108427435,-0.108280433,-0.164122416,-0.027173245,0.02614845,-0.008862944,0.012354863,-0.06934857,0.020943826,-0.074987043,-0.158969226,0.065162094
5033,0.0238324,-0.062940319,-0.211684411,-0.038637897,-0.233440034,-0.1865644,0.217498746,-0.107715999,-0.177002751,0.263418049,0.115447738,-0.245495314
25961,-0.051465846,0.042027108,0.161890475,-0.191097679,0.139784748,-0.020989084,-0.227968302,-0.169273082,-0.492053019,-0.176765307,-0.752992231,-0.824196337
11319,0.021631726,0.118224788,0.026117688,0.11163204,0.148955452,0.066509167,0.004130159,0.234652202,0.117116353,0.023631312,-0.454870729,-0.387872567
317662,-0.122902406,-0.013190474,0.097475424,-0.15901865,0.106701004,0.014378461,-0.088895478,0.206913662,0.402485692,-0.028897805,0.016194528,-0.008816233
23234,0.07132394,-0.213689568,-0.210657655,0.003039776,-0.175946426,-0.260861466,-0.001091818,-0.258463745,-0.128224983,0.173660988,-0.489785937,-0.333091308
414245,0.184656765,-0.156935069,-0.079261597,0.013629853,-0.243468647,0.176299749,-0.209661887,-0.307295535,-0.166205685,-0.191854554,-0.160428389,0.339476745
51021,-0.155763628,0.00077383,0.00251134,-0.053677539,0.020760436,0.001999914,-0.030522743,0.105993987,0.075420595,0.052930521,-0.10350111,-0.138582138
118491,0.459620126,-0.099499777,0.106997568,0.042025614,0.169859008,-0.151819534,0.122850106,0.084080494,0.191899528,-0.000701149,0.269038665,0.379601238
310,-0.065498997,0.021754812,0.053575096,0.027259602,0.170123767,0.126245358,0.01798994,0.025693161,0.153190572,0.083774275,-0.536377773,-0.188027641
118490,0.20938156,-0.054331946,0.05362669,-0.016696189,0.072230932,-0.009239024,-0.07843212,-0.565013445,-0.76466706,-0.008453253,-0.998998633,-1.034130558
5532,-0.048934793,0.027028729,0.020228899,-0.024637807,0.109251745,0.055728386,-0.020495788,0.405661538,0.368554661,-0.051282282,0.218040984,0.404391552
159195,0.044293236,0.046232325,-0.055890502,-0.032422404,-0.02800549,0.063925374,-0.100267241,-0.033745416,-0.072619674,-0.413933136,-0.164979268,-0.365666483
58529,0.131120359,-0.154003601,0.066514887,-0.030679739,0.079669087,-0.043219027,0.001885817,0.723782732,0.883880171,-0.094935957,0.272469824,0.199930077
79933,0.028330936,0.282831864,0.424240765,-0.014778177,0.405379505,0.514173593,0.011477591,0.306119929,0.463835977,-0.060243836,-1.569020716,-2.207934059
729092,0.238576588,0.106823709,0.283634056,0.016150032,-0.003994806,-0.084099311,-0.016943501,0.027920778,0.181142887,-0.256511069,0.142402415,0.422292295
729096,0.03681991,0.277868234,0.136568443,-0.076630747,-0.094985821,-0.0327086,-0.104985097,0.204187386,0.063116803,-0.141916301,0.063986622,0.318180198
2749,0.122571875,0.217214943,0.274091337,-0.118963785,-0.023364359,0.068110454,-0.037440024,-0.077371216,-0.119975256,-0.377317634,-0.687439266,-0.755442076
9632,-0.008799523,0.091088848,0.110542591,0.063084018,0.053229948,0.120965244,-0.012250368,0.087617776,0.176762996,0.024908251,-0.03927768,0.129475691
170384,0.065066042,-0.081326824,-0.074369089,0.054490903,-0.351950056,-0.231946596,0.007997043,-0.364646169,-0.224429095,0.031606824,-0.495318191,-0.771896329
118487,-0.084611778,-0.013537775,-0.185974676,0.044833634,0.082465631,-0.091612148,0.113062333,0.024842282,-0.075917325,0.104228608,-0.349258814,-0.23907385
23053,0.028691561,0.10776938,0.174241936,-0.019543925,-0.074785344,0.068699334,0.031498039,0.316925734,0.277055573,0.026395852,0.762460872,0.830221361
100507331,0.206781404,-0.02545039,0.317576761,0.3996498,0.242765793,-0.499324831,0.368550336,0.507225208,0.640594916,0.564602725,1.017937502,0.49484407
8509,0.089313924,0.158851568,0.217346691,0.052594347,0.082781932,0.247971238,0.102385842,0.401714766,0.478353529,0.038706629,0.055601539,0.03024512
818,0.037246166,0.00587641,0.112363023,-0.00336386,0.013343172,0.097422661,0.038946367,-0.028370371,0.212163012,0.021438643,-0.344937175,-0.251928269
5328,0.320048526,0.193331057,0.071156011,0.352755041,0.315963349,0.270196284,0.51543654,1.396205555,0.857545163,0.210500747,1.105301575,0.643958622
7414,0.124152858,0.093394584,0.100052394,0.076250063,0.061501459,0.156540374,0.035933987,0.141772453,0.086362212,0.003216449,-0.216097091,-0.579056621
26985,0.001899797,0.111946288,-0.012953314,0.089637302,0.078751364,0.085893284,-0.066546628,-0.255367166,-0.086002092,0.024405757,-0.516926455,-0.607021312
