"Symbol","TS_Score","Entrez_ID"
"PROK1",4,"84432"
"PROM1",5,"8842"
"PROX1",4,"5629"
"PRPH2",49,"5961"
"PRR22",4,"163154"
"PRR32",5,"100130613"
"PRRT1",6,"80863"
"PRRT3",4,"285368"
"PRRT4",4,"401399"
"PRSS1",4460,"5644"
"PRSS2",452,"5645"
"PRSS3",267,"5646"
"PRSS50",5,"29122"
"PRTN3",55,"5657"
"PSRC1",5,"84722"
"PSTPIP1",5,"9051"
"PSTPIP2",5,"9050"
"PTGES3L",7,"100885848"
"PTH1R",7,"5745"
"PTP4A3",5,"11156"
"PTPN5",26,"84867"
"PTPN7",6,"5778"
"PTPRCAP",5,"5790"
"PTPRZ1",5,"5803"
"PXDNL",5,"137902"
"PYGM",65,"5837"
"QDPR",4,"5860"
"RAB3A",5,"5864"
"RAB6B",5,"51560"
"RAC2",4,"5880"
"RAD23A",5,"5886"
"RALB",5,"5899"
"RAPGEF4",6,"11069"
"RAPGEF5",4,"9771"
"RAPSN",23,"5913"
"RASA4",4,"10156"
"RASA4B",8,"100271927"
"RASAL3",4,"64926"
"RASD2",7,"23551"
"RASGEF1C",6,"255426"
"RASL10A",7,"10633"
"RASSF2",4,"9770"
"RBM24",6,"221662"
"RBP4",19,"5950"
"RCN1",5,"5954"
"RD3L",26,"647286"
"REC114",8,"283677"
"REG1A",14,"5967"
"REG1B",14,"5968"
"RELN",5,"5649"
"RELT",7,"84957"
"REN",10,"5972"
"REP15",12,"387849"
"RETN",5,"56729"
"REXO5",9,"81691"
"RFLNB",4,"359845"
"RGL4",8,"266747"
"RGN",5,"9104"
"RGS11",5,"8786"
"RGS14",9,"10636"
"RGS4",6,"5999"
"RGS9BP",4,"388531"
"RHAG",55,"6005"
"RHBDL1",5,"9028"
"RHCE",9,"6006"
"RHOH",6,"399"
"RIBC1",4,"158787"
"RIDA",8,"10247"
"RIMS3",16,"9783"
"RNASE1",9,"6035"
"RNASE2",49,"6036"
"RNASE4",4,"6038"
"RNF112",9,"7732"
"RNF220",5,"55182"
"RNF227",5,"284023"
"ROM1",18,"6094"
"ROPN1B",6,"152015"
"RORB",5,"6096"
"RPL39L",10,"116832"
"RRAD",5,"6236"
"RRP12",4,"23223"
"RTN2",7,"6253"
"RTN4R",7,"65078"
"RTN4RL2",8,"349667"
"RUNDC3A",7,"10900"
"RYR2",12,"6262"
"S100A12",7,"6283"
"S100A14",4,"57402"
"S100A3",5,"6274"
"S100B",9,"6285"
"SAA1",20,"6288"
"SAA2",20,"6289"
"SAMD14",12,"201191"
"SARDH",5,"1757"
"SASH3",4,"54440"
"SATB1",4,"6304"
"SAXO2",4,"283726"
"SBK1",4,"388228"
"SBK2",28,"646643"
"SCARB1",4,"949"
"SCG2",7,"7857"
"SCGB1D2",7,"10647"
"SCGB2A2",6,"4250"
"SCGB3A2",123,"117156"
"SCHIP1",7,"29970"
"SCN5A",21,"6331"
"SCRG1",6,"11341"
"SCT",4,"6343"
"SCUBE3",6,"222663"
"SDS",22,"10993"
"SEC14L5",4,"9717"
"SEL1L",6,"6400"
"SELENOP",4,"6414"
"SELL",5,"6402"
"SEMA3D",6,"223117"
"SEPTIN4",5,"5414"
"SEPTIN8",10,"23176"
"SERHL2",12,"253190"
"SERPINA1",45,"5265"
"SERPINA3",5,"12"
"SERPIND1",5,"3053"
"SERPINE2",4,"5270"
"SERPINF1",5,"5176"
"SERPINF2",16,"5345"
"SERPINI1",5,"5274"
"SEZ6L",5,"23544"
"SFN",4,"2810"
"SFRP5",4,"6425"
"SFTPA2",405,"729238"
"SFTPB",31,"6439"
"SFTPC",795,"6440"
"SFTPD",25,"6441"
"SGCA",5,"6442"
"SGCG",10,"6445"
"SGIP1",8,"84251"
"SH3BGR",6,"6450"
"SH3GL2",6,"6456"
"SH3TC1",5,"54436"
"SHC3",5,"53358"
"SHC4",4,"399694"
"SHD",9,"56961"
"SHF",4,"90525"
"SHISA8",5,"440829"
"SHTN1",5,"57698"
"SIRT2",4,"22933"
"SLA",5,"6503"
"SLAIN1",6,"122060"
"SLAMF1",8,"6504"
"SLAMF6",4,"114836"
"SLC13A3",9,"64849"
"SLC16A4",4,"9122"
"SLC17A5",7,"26503"
"SLC17A7",32,"57030"
"SLC1A3",7,"6507"
"SLC1A7",8,"6512"
"SLC22A17",5,"51310"
"SLC23A3",8,"151295"
"SLC24A1",35,"9187"
"SLC25A11",4,"8402"
"SLC25A13",5,"10165"
"SLC25A18",6,"83733"
"SLC25A23",4,"79085"
"SLC25A34",5,"284723"
"SLC25A4",5,"291"
"SLC26A2",6,"1836"
"SLC27A5",24,"10998"
"SLC29A2",5,"3177"
"SLC2A12",5,"154091"
"SLC30A2",5,"7780"
"SLC30A3",6,"7781"
"SLC30A4",5,"7782"
"SLC31A2",4,"1318"
"SLC35F1",4,"222553"
"SLC35G1",7,"159371"
"SLC38A3",7,"10991"
"SLC38A5",4,"92745"
"SLC43A1",5,"8501"
"SLC45A3",10,"85414"
"SLC4A5",6,"57835"
"SLC51A",11,"200931"
"SLC5A1",7,"6523"
"SLC6A1",4,"6529"
"SLC6A13",4,"6540"
"SLC6A16",6,"28968"
"SLC8A1",4,"6546"
"SLC9A5",5,"6553"
"SLN",6,"6588"
"SLPI",7,"6590"
"SMCO1",41,"255798"
"SMIM10L2A",5,"399668"
"SMIM10L2B",4,"644596"
"SMPX",39,"23676"
"SMR3B",948,"10879"
"SMTNL2",10,"342527"
"SMYD1",11,"150572"
"SNAI3",4,"333929"
"SNAP25",5,"6616"
"SNCA",7,"6622"
"SNCB",24,"6620"
"SNPH",6,"9751"
"SOAT1",4,"6646"
"SOCS7",4,"30837"
"SOD3",5,"6649"
"SOHLH2",5,"54937"
"SOST",12,"50964"
"SOSTDC1",4,"25928"
"SOX10",5,"6663"
"SOX8",6,"30812"
"SPA17",9,"53340"
"SPACA9",4,"11092"
"SPACDR",7,"402573"
"SPAG4",5,"6676"
"SPAG8",5,"26206"
"SPATA24",6,"202051"
"SPATA33",8,"124045"
"SPATA7",4,"55812"
"SPESP1",6,"246777"
"SPHKAP",12,"80309"
"SPI1",6,"6688"
"SPINK1",36,"6690"
"SPINK2",15,"6691"
"SPN",8,"6693"
"SPRR2A",4,"6700"
"SPTBN4",5,"57731"
"SPTBN5",6,"51332"
"SPX",4,"80763"
"SRCIN1",5,"80725"
"SRGAP2B",4,"647135"
"SRGN",10,"5552"
"SRL",40,"6345"
"SST",11,"6750"
"SSTR5",5,"6755"
"ST6GAL1",5,"6480"
"ST6GALNAC1",4,"55808"
"ST7L",5,"54879"
"STAC3",39,"246329"
"STATH",925,"6779"
"STC2",4,"8614"
"STEAP2",6,"261729"
"STK17B",6,"9262"
"STK35",6,"140901"
"STMN2",6,"11075"
"STRIT1",31,"100507537"
"STUM",4,"375057"
"STX11",6,"8676"
"STX1A",11,"6804"
"STX1B",15,"112755"
"STX3",5,"6809"
"STYXL2",42,"92235"
"SULT1A2",7,"6799"
"SULT1A3",6,"6818"
"SULT1C2",4,"6819"
"SUV39H2",6,"79723"
"SVOP",10,"55530"
"SWT1",4,"54823"
"SYCN",999,"342898"
"SYCP2",4,"10388"
"SYCP2L",21,"221711"
"SYN1",8,"6853"
"SYN2",16,"6854"
"SYNC",4,"81493"
"SYNJ2",6,"8871"
"SYNPO",5,"11346"
"SYNPO2L",18,"79933"
"SYNPR",7,"132204"
"SYPL2",13,"284612"
"SYT11",4,"23208"
"SYT4",5,"6860"
"TAC1",5,"6863"
"TACR2",5,"6865"
"TAFA5",4,"25817"
"TAS1R3",4,"83756"
"TBX19",10,"9095"
"TBX20",7,"57057"
"TCAP",47,"8557"
"TCF7",13,"6932"
"TCP10L",11,"140290"
"TDRD10",5,"126668"
"TECPR1",4,"25851"
"TECRL",10,"253017"
"TENM2",6,"57451"
"TENT5A",4,"55603"
"TESPA1",5,"9840"
"TEX30",4,"93081"
"TFPI2",12,"7980"
"TFPT",4,"29844"
"TG",689,"7038"
"TGM1",5,"7051"
"THEM5",24,"284486"
"THPO",5,"7066"
"THRA",5,"7067"
"TIAM1",7,"7074"
"TINF2",4,"26277"
"TKT",4,"7086"
"TKTL1",33,"8277"
"TLCD4",5,"148534"
"TMC8",5,"147138"
"TMCC2",4,"9911"
"TMEM121B",4,"27439"
"TMEM132B",6,"114795"
"TMEM144",6,"55314"
"TMEM176B",5,"28959"
"TMEM178A",9,"130733"
"TMEM182",23,"130827"
"TMEM184C",4,"55751"
"TMEM231",6,"79583"
"TMEM237",10,"65062"
"TMEM252",5,"169693"
"TMEM272",6,"283521"
"TMEM45A",5,"55076"
"TMEM52",5,"339456"
"TMEM59L",4,"25789"
"TMEM64",6,"169200"
"TMEM70",4,"54968"
"TMOD2",4,"29767"
"TNFAIP6",7,"7130"
"TNFRSF11B",5,"4982"
"TNFRSF13B",7,"23495"
"TNFSF14",7,"8740"
"TNNC1",36,"7134"
"TNNC2",109,"7125"
"TNNI1",40,"7135"
"TNNI2",24,"7136"
"TNNI3",626,"7137"
"TNNI3K",5,"51086"
"TNNT1",29,"7138"
"TNNT2",207,"7139"
"TNNT3",42,"7140"
"TOGARAM2",5,"165186"
"TP53INP2",10,"58476"
"TPM2",8,"7169"
"TPM3",12,"7170"
"TPO",69,"7173"
"TPPP",7,"11076"
"TRAC",7,"28755"
"TRAF3IP3",4,"80342"
"TRAJ38",5,"28717"
"TRAJ44",6,"28711"
"TRAJ49",39,"28706"
"TRAJ58",7,"28697"
"TRAJ6",5,"28749"
"TRARG1",34,"286753"
"TRBC1",28,"28639"
"TRBJ1-5",11,"28631"
"TRDC",15,"28526"
"TREH",5,"11181"
"TRIL",5,"9865"
"TRIM17",7,"51127"
"TRIM54",13,"57159"
"TRIM55",6,"84675"
"TRIM63",5,"84676"
"TRIM69",5,"140691"
"TRIM9",5,"114088"
"TRMT9B",8,"57604"
"TRPM7",4,"54822"
"TRPS1",4,"7227"
"TSC22D4",9,"81628"
"TSKS",66,"60385"
"TSPAN32",6,"10077"
"TSSK3",4,"81629"
"TTC36",9,"143941"
"TTR",34,"7276"
"TTYH1",9,"57348"
"TTYH2",6,"94015"
"TUBA3D",15,"113457"
"TUBA3E",29,"112714"
"TUBB2A",4,"7280"
"TUBB2B",9,"347733"
"TUBB3",6,"10381"
"TUBB4A",5,"10382"
"TXLNB",22,"167838"
"TYRP1",6,"7306"
"UBE2QL1",6,"134111"
"UCHL1",5,"7345"
"UCP3",62,"7352"
"UGT2B4",107,"7363"
"UNC119",17,"9094"
"UNC45B",59,"146862"
"UNC5CL",5,"222643"
"UPB1",8,"51733"
"UPK3B",6,"105375355"
"USP13",8,"8975"
"USP51",9,"158880"
"UTP11",5,"51118"
"VCAM1",5,"7412"
"VDAC3",5,"7419"
"VDR",4,"7421"
"VGLL2",4,"245806"
"VILL",5,"50853"
"VSIG2",5,"23584"
"VSNL1",18,"7447"
"VSTM2L",4,"128434"
"VTN",61,"7448"
"VWC2",5,"375567"
"WDR53",5,"348793"
"WNT10B",9,"7480"
"XIRP1",6,"165904"
"XIRP2",5,"129446"
"XPNPEP2",7,"7512"
"XYLT2",6,"64132"
"YBX2",77,"51087"
"YBX3",7,"8531"
"YJEFN3",9,"374887"
"YPEL5",4,"51646"
"YWHAH",6,"7533"
"ZCWPW1",7,"55063"
"ZFAND4",5,"93550"
"ZFP57",5,"346171"
"ZFYVE28",6,"57732"
"ZG16B",827,"124220"
"ZGPAT",5,"84619"
"ZMYND19",6,"116225"
"ZNF106",10,"64397"
"ZNF365",4,"22891"
"ZNF394",5,"84124"
"ZNF473",6,"25888"
"ZNF595",4,"152687"
"ZNF709",5,"163051"
"ZNF728",5,"388523"
"ZNF761",4,"388561"
"ZNF829",5,"374899"
"ZSCAN5A",4,"79149"
